Nome,Sigla,Data,Dia_semana,Max_Dia,Min_Dia,Valor_abertura,Valor_fechamento,Volume_negociacao,Valor_Mercado
Solana,SOL,15/05/2020,Sexta-feira,0.574619594633,0.54709314207,0.56919335721,0.559752024505,1850070.45437919,0.0
Solana,SOL,16/05/2020,Sábado,0.606534222021,0.554360781043,0.558980888499,0.599120273328,2300409.14570367,0.0
Solana,SOL,17/05/2020,Domingo,0.640195873474,0.589175125186,0.595228279888,0.612988807183,2936428.44886882,0.0
Solana,SOL,18/05/2020,Segunda-feira,0.674393485511,0.609649042534,0.612682412645,0.652670169702,3314358.53130945,0.0
Solana,SOL,19/05/2020,Terça-feira,0.65448036891,0.61124810944,0.650974360151,0.624454265112,2380263.04324887,0.0
Solana,SOL,20/05/2020,Quarta-feira,0.626655820897,0.575282652404,0.622475105037,0.579155667218,2302926.39702093,0.0
Solana,SOL,21/05/2020,Quinta-feira,0.613789325099,0.543345618393,0.579691536981,0.608915324064,2863016.80167901,0.0
Solana,SOL,22/05/2020,Sexta-feira,0.676431960943,0.582829718276,0.605238714933,0.638875070548,3411419.38179332,0.0
Solana,SOL,23/05/2020,Sábado,0.638848874061,0.58824731869,0.637414621895,0.613031410499,2638523.84936932,0.0
Solana,SOL,24/05/2020,Domingo,0.613288867401,0.548431875411,0.613288867401,0.549053085284,2786816.20172933,0.0
Solana,SOL,25/05/2020,Segunda-feira,0.650137993099,0.538063657924,0.548570201373,0.600857275438,4509580.33947343,0.0
Solana,SOL,26/05/2020,Terça-feira,0.612353062014,0.566463215148,0.59910434994,0.573306660293,2689697.32362274,0.0
Solana,SOL,27/05/2020,Quarta-feira,0.611086848399,0.571443419824,0.573306660293,0.590984626967,2536915.55918301,0.0
Solana,SOL,28/05/2020,Quinta-feira,0.592397679833,0.566947776295,0.590883626945,0.57515546338,2662787.87087333,0.0
Solana,SOL,29/05/2020,Sexta-feira,0.593405202433,0.56685841658,0.574698779564,0.579415408223,2066857.45404741,0.0
Solana,SOL,30/05/2020,Sábado,0.602489267522,0.567050101707,0.581355069208,0.587932797998,2449094.83912943,0.0
Solana,SOL,31/05/2020,Domingo,0.593997496664,0.569244662492,0.587902737594,0.570022020054,1892967.09044357,0.0
Solana,SOL,01/06/2020,Segunda-feira,0.58783888873,0.567347938128,0.573472359794,0.577495156711,2159877.15931313,0.0
Solana,SOL,02/06/2020,Terça-feira,0.589724657245,0.552294366376,0.577142178709,0.56466943316,1295757.46418593,9741011.2562594
Solana,SOL,03/06/2020,Quarta-feira,0.59102516796,0.564461229977,0.56466943316,0.586620621665,877446.184522142,10119647.9354345
Solana,SOL,04/06/2020,Quinta-feira,0.591640038944,0.564517551613,0.586867254127,0.587299493452,901641.251808101,10131321.1400611
Solana,SOL,05/06/2020,Sexta-feira,0.698279296472,0.577925164457,0.587299493452,0.66115464236,4322091.65471632,11405328.7385824
Solana,SOL,06/06/2020,Sábado,0.66161878907,0.611780567274,0.661071494785,0.622442695244,1604055.15722887,10737481.2006963
Solana,SOL,07/06/2020,Domingo,0.624443861894,0.593397963425,0.622442695244,0.616577854377,716785.469365787,10636269.8312904
Solana,SOL,08/06/2020,Segunda-feira,0.679001399937,0.613310186531,0.615077959978,0.668313065708,1440233.8242528,11528696.0984937
Solana,SOL,09/06/2020,Terça-feira,0.668088172596,0.627242314833,0.66778423457,0.658002498205,988327.438893434,11350793.5069779
Solana,SOL,10/06/2020,Quarta-feira,0.6700430922,0.633404261063,0.658038317013,0.644866658992,1096203.32551522,11124151.4035966
Solana,SOL,11/06/2020,Quinta-feira,0.650534979007,0.570082493458,0.644888410942,0.573741595726,1122221.18826251,9897183.58341088
Solana,SOL,12/06/2020,Sexta-feira,0.604653248066,0.569920400668,0.574058799071,0.593868974009,940323.239000038,10244352.3859345
Solana,SOL,13/06/2020,Sábado,0.611439213256,0.585485460723,0.593947639042,0.608943286609,764756.553388664,10504345.5146756
Solana,SOL,14/06/2020,Domingo,0.618258433941,0.580899434377,0.610926627118,0.587076584953,873415.751115423,10127117.7365674
Solana,SOL,15/06/2020,Segunda-feira,0.591897430283,0.547286993406,0.588372951939,0.570639136151,942666.189719777,9843524.99494113
Solana,SOL,16/06/2020,Terça-feira,0.589828344671,0.568689096218,0.570578694829,0.58557626277,652020.104651764,10101141.4390675
Solana,SOL,17/06/2020,Quarta-feira,0.590128890668,0.565116816879,0.585496727656,0.581561970806,673274.193458797,10031846.4524466
Solana,SOL,18/06/2020,Quinta-feira,0.650308613252,0.579285208673,0.581582391057,0.620956096312,1349341.26909908,10711334.8299096
Solana,SOL,19/06/2020,Sexta-feira,0.836398481391,0.620383816305,0.62240659565,0.684331738563,6577470.95547564,11804490.7995105
Solana,SOL,20/06/2020,Sábado,0.688583471859,0.625625721953,0.682522764479,0.643591290368,1714405.29578048,11101677.8613918
Solana,SOL,21/06/2020,Domingo,0.748541584115,0.636880364182,0.64613451067,0.67314920063,2238347.1863849,11611481.9990937
Solana,SOL,22/06/2020,Segunda-feira,0.743113096168,0.645877388262,0.672577376106,0.726847851963,1620387.87401448,12537695.5906935
Solana,SOL,23/06/2020,Terça-feira,0.760632726054,0.700711973595,0.726772689327,0.708296754877,1327340.25336353,12217638.9889378
Solana,SOL,24/06/2020,Quarta-feira,0.80069160261,0.693501096515,0.708529727823,0.736993876923,2769053.65582756,12712583.3849433
Solana,SOL,25/06/2020,Quinta-feira,0.75670464737,0.69924039905,0.737099871932,0.713193588341,1751581.2295456,12301987.5415512
Solana,SOL,26/06/2020,Sexta-feira,0.751991938279,0.681531945226,0.712531268297,0.741144336305,1664662.318395,12784052.9001166
Solana,SOL,27/06/2020,Sábado,0.752211394817,0.675838228985,0.739596862542,0.713548036244,1681428.02669551,12307979.1957079
Solana,SOL,28/06/2020,Domingo,0.843976500665,0.687094919406,0.713548036244,0.798495268854,3412582.28723085,13773165.2227317
Solana,SOL,29/06/2020,Segunda-feira,0.885339207046,0.770008603117,0.798495268854,0.852454240319,2147790.97814405,14703824.7067831
Solana,SOL,30/06/2020,Terça-feira,1.02917629719,0.850103876016,0.853022445953,0.860093981011,3887548.37229807,14835525.1298039
Solana,SOL,01/07/2020,Quarta-feira,0.9017150754,0.820926518746,0.863363963794,0.832641570072,1772559.84133893,14361930.621951
Solana,SOL,02/07/2020,Quinta-feira,0.837126639543,0.753667578226,0.832115967202,0.78021901831,1749581.47684417,13457643.8789028
Solana,SOL,03/07/2020,Sexta-feira,0.786034988586,0.755112879567,0.782035734397,0.768093046309,1144958.29683634,13248409.5564903
Solana,SOL,04/07/2020,Sábado,0.82315514027,0.761450763631,0.767940953547,0.7803716825,1644301.45065498,13460110.8038221
Solana,SOL,05/07/2020,Domingo,0.7855474402,0.642635456,0.780101225611,0.691663563023,3799016.31678145,11929965.7302922
Solana,SOL,06/07/2020,Segunda-feira,0.721045541194,0.686580404858,0.691663563023,0.707908010158,1120773.259312,12210072.8690639
Solana,SOL,07/07/2020,Terça-feira,0.780892667097,0.701921604165,0.707857857487,0.753047992993,1700040.66085723,12988566.0151594
Solana,SOL,08/07/2020,Quarta-feira,0.827522889896,0.743411482304,0.753047992993,0.796713400012,2220222.72711344,13741613.2737162
Solana,SOL,09/07/2020,Quinta-feira,0.882357720133,0.75990571644,0.794017971565,0.853453047328,2668723.50625663,14720152.3853897
Solana,SOL,10/07/2020,Sexta-feira,0.939629429073,0.842849804524,0.853303723787,0.913559592712,1856094.87383758,15756747.8792219
Solana,SOL,11/07/2020,Sábado,0.92634730137,0.859094947025,0.913559592712,0.924624245478,1788814.0647145,15947475.7511162
Solana,SOL,12/07/2020,Domingo,1.13097821246,0.914117106349,0.92385606339,1.01671595852,4693370.50719829,17535715.8229986
Solana,SOL,13/07/2020,Segunda-feira,1.28766254036,1.00888432901,1.01671595852,1.17573410198,4062068.74661056,20278237.5664092
Solana,SOL,14/07/2020,Terça-feira,1.2460057862,1.11916616563,1.17247561888,1.14807454207,2213135.15016517,19801055.4914822
Solana,SOL,15/07/2020,Quarta-feira,1.39683470534,1.14145755742,1.14752327979,1.28959809685,3355229.32708245,22241796.9042963
Solana,SOL,16/07/2020,Quinta-feira,1.37496707747,0.855043722577,1.28403887818,0.872441377367,7486567.81431637,15046966.0262034
Solana,SOL,17/07/2020,Sexta-feira,1.04684187853,0.801884427325,0.870761094191,0.977837416041,8973774.36468872,16864618.7937719
Solana,SOL,18/07/2020,Sábado,1.00071624924,0.931726289601,0.977515448127,0.966583495614,2923007.17734355,16670417.2869211
Solana,SOL,19/07/2020,Domingo,0.97035414737,0.899515435903,0.968004089172,0.920349487609,2206671.01567458,15872927.8675157
Solana,SOL,20/07/2020,Segunda-feira,0.921583894741,0.851877880062,0.920515196824,0.87308942899,3036870.91981545,15057755.3103182
Solana,SOL,21/07/2020,Terça-feira,1.00825365156,0.860315868753,0.872927986494,0.977165717243,4299502.33510521,16852602.2014576
Solana,SOL,22/07/2020,Quarta-feira,1.10470350891,0.972484753345,0.977197956096,1.04408725245,5295001.98436419,18006642.2008208
Solana,SOL,23/07/2020,Quinta-feira,1.10121768001,0.997394084818,1.04615500925,1.04984357893,2970423.1250175,18105795.7974271
Solana,SOL,24/07/2020,Sexta-feira,1.05395367081,0.974779709349,1.04984357893,0.995345503195,1991763.30860784,17165794.8003885
Solana,SOL,25/07/2020,Sábado,1.43274047406,0.995397297974,0.995440475816,1.25222285418,9978279.43748358,21595764.5736461
Solana,SOL,26/07/2020,Domingo,1.62464801207,1.23828328849,1.24472812927,1.5651096946,10463129.600325,26991607.0561782
Solana,SOL,27/07/2020,Segunda-feira,2.04273954159,1.56108693478,1.56509785048,1.77863550182,32838354.7073633,30673811.3399836
Solana,SOL,28/07/2020,Terça-feira,1.85867216855,1.61176862419,1.78411050855,1.78406723276,9692632.1660337,30767254.4661293
Solana,SOL,29/07/2020,Quarta-feira,2.09562226208,1.59316648672,1.78566194741,1.65828948188,10348944.5267619,28597942.6143557
Solana,SOL,30/07/2020,Quinta-feira,1.79644907564,1.6357119142,1.65828948188,1.68680710334,5222980.07636029,29089539.6606279
Solana,SOL,31/07/2020,Sexta-feira,1.68848814417,1.51040494945,1.68680710334,1.53817765536,4822046.26693321,26526190.853226
Solana,SOL,01/08/2020,Sábado,1.66222891669,1.49887205013,1.53275891754,1.52660964025,4589882.24595131,26326510.4083857
Solana,SOL,02/08/2020,Domingo,1.74682282201,1.41197290179,1.52990978778,1.74281034979,7216576.38811606,30054693.6113815
Solana,SOL,03/08/2020,Segunda-feira,1.83003434295,1.66872588204,1.73229008343,1.80261098364,5836036.43502209,31085735.0137577
Solana,SOL,04/08/2020,Terça-feira,1.94987535907,1.79498420077,1.80001201619,1.87163885812,5495664.99847303,32275884.1492363
Solana,SOL,05/08/2020,Quarta-feira,1.88812222154,1.70950898919,1.8707357761,1.75454981586,5405764.40284623,30256505.6597196
Solana,SOL,06/08/2020,Quinta-feira,2.22800308367,1.74678344038,1.75454981586,2.20634832732,11143557.0707687,38047323.8161723
Solana,SOL,07/08/2020,Sexta-feira,2.20316566041,1.88557243849,2.20316566041,2.08590263527,8068101.90171604,35970036.8564279
Solana,SOL,08/08/2020,Sábado,2.56958976667,2.02653817064,2.08388935271,2.47362485486,10919229.1805999,42655747.4961301
Solana,SOL,09/08/2020,Domingo,2.70682280561,2.30250117749,2.47155579121,2.6652275038,12107836.8570546,45959454.0071939
Solana,SOL,10/08/2020,Segunda-feira,3.397928851,2.52589777885,2.6652275038,3.13179330211,22863250.6335323,54004593.6510801
Solana,SOL,11/08/2020,Terça-feira,3.48653462219,2.75363392525,3.13104235382,3.30341929739,36356155.1835573,56963799.6073747
Solana,SOL,12/08/2020,Quarta-feira,3.91616784116,3.10397862294,3.30795784774,3.76975091301,28461706.5886889,65004787.9204578
Solana,SOL,13/08/2020,Quinta-feira,4.1558137393,3.52851962847,3.77070310945,3.75597115712,28236179.4181239,64766752.6195916
Solana,SOL,14/08/2020,Sexta-feira,3.78999667412,3.33265431728,3.76016794504,3.40938766083,18427949.9772839,99684620.8277296
Solana,SOL,15/08/2020,Sábado,3.71994464361,3.16546459239,3.41255512992,3.18379488714,13155762.3719706,93088676.8213831
Solana,SOL,16/08/2020,Domingo,3.47068758818,3.13868790105,3.18540600494,3.38565277366,10395312.8169568,98990653.6220894
Solana,SOL,17/08/2020,Segunda-feira,3.38599860266,3.08798536904,3.38565277366,3.09860770861,10723918.7652425,90597950.4986745
Solana,SOL,18/08/2020,Terça-feira,3.70991071576,2.89441385094,3.10446912318,3.32997591802,30350144.9435501,103607422.825354
Solana,SOL,19/08/2020,Quarta-feira,3.48386321098,2.83810835571,3.32869596266,2.89904061061,14838388.9157821,91286346.3844131
Solana,SOL,20/08/2020,Quinta-feira,3.43184301093,2.896235885,2.89904061061,3.20826704334,13756478.1507016,101023083.037279
Solana,SOL,21/08/2020,Sexta-feira,3.22328959908,2.91377102658,3.20971758522,2.94366836633,11796735.6331521,92690989.2578399
Solana,SOL,22/08/2020,Sábado,3.19486521065,2.7573269666,2.94530774528,3.02088644284,10296804.8195696,95122114.0144119
Solana,SOL,23/08/2020,Domingo,3.40341502232,3.01883810532,3.02086332122,3.32243106353,11991402.1639282,104616816.094793
Solana,SOL,24/08/2020,Segunda-feira,3.60753946366,3.22443067131,3.31222151588,3.34498605269,15785207.7166973,106162865.723266
Solana,SOL,25/08/2020,Terça-feira,3.35824746517,3.02771940496,3.34966390621,3.26484998089,13444308.062981,103619131.980434
Solana,SOL,26/08/2020,Quarta-feira,3.79532359202,3.19431082142,3.26604124854,3.55837531339,22147431.4936826,113824141.563725
Solana,SOL,27/08/2020,Quinta-feira,3.85470595952,3.29221387961,3.55784428623,3.44506033395,21031356.3229519,111060306.36774
Solana,SOL,28/08/2020,Sexta-feira,4.30959279879,3.44728103835,3.4524946514,4.0113925268,27212887.5047479,130085569.491252
Solana,SOL,29/08/2020,Sábado,4.10524133898,3.78711222485,4.01421628197,3.96880938889,14585964.4266973,128704139.655732
Solana,SOL,30/08/2020,Domingo,4.70500522426,3.91913232587,3.97001094302,4.43582255875,22220238.7965161,143848364.09318
Solana,SOL,31/08/2020,Segunda-feira,4.87294089972,4.10968130689,4.42167882268,4.78204551788,20950150.2193332,155135267.461776
Solana,SOL,01/09/2020,Terça-feira,4.94473085292,4.34451591286,4.78105021385,4.34451591286,16944926.9392703,142029235.639603
Solana,SOL,02/09/2020,Quarta-feira,4.35593945918,3.70516399342,4.35269338969,4.16447184085,23655802.3133022,137185056.897479
Solana,SOL,03/09/2020,Quinta-feira,4.44081444343,3.52733985495,4.16877247977,3.52733985495,26473633.5627635,117631513.488068
Solana,SOL,04/09/2020,Sexta-feira,3.8341037395,3.19889427854,3.52339002786,3.54579448415,17729340.0425555,119132915.465114
Solana,SOL,05/09/2020,Sábado,3.66024449385,2.19167495625,3.55098445512,2.59791636472,25062204.6506355,87285369.2146955
Solana,SOL,06/09/2020,Domingo,3.17563730765,2.2881912589,2.60031677575,3.08604269295,20375889.8797486,103685156.764957
Solana,SOL,07/09/2020,Segunda-feira,3.18956012293,2.39149275595,3.0860842934,2.9285280901,17135013.476324,99856838.0760455
Solana,SOL,08/09/2020,Terça-feira,2.93973633456,2.3986406226,2.92762922888,2.4689767582,10163724.6032389,84805195.3148526
Solana,SOL,09/09/2020,Quarta-feira,3.7517156829,2.38980609128,2.4711781185,3.63637779652,52354542.078401,125895646.215421
Solana,SOL,10/09/2020,Quinta-feira,3.85130856175,3.32080890274,3.63637779652,3.4698368119,31177874.7930509,120996908.90366
Solana,SOL,11/09/2020,Sexta-feira,3.50101275227,3.04017104346,3.46733540035,3.42742826316,17090627.4630998,120434613.072138
Solana,SOL,12/09/2020,Sábado,3.46705217225,3.15072681683,3.41910199191,3.3326599913,10368518.3648969,117103942.771464
Solana,SOL,13/09/2020,Domingo,3.46678153125,3.00540169314,3.33638058136,3.22583906019,15316353.1818696,113349810.373631
Solana,SOL,14/09/2020,Segunda-feira,3.52493434102,3.09417405128,3.23152551803,3.26913320415,21301450.1011828,118987736.46406
Solana,SOL,15/09/2020,Terça-feira,3.32006712451,2.91847262402,3.26913320415,2.93912067127,11992537.7843944,107710516.414547
Solana,SOL,16/09/2020,Quarta-feira,2.93930742973,2.4538387192,2.93930742973,2.54539877265,24199803.5835456,93917562.6875188
Solana,SOL,17/09/2020,Quinta-feira,2.9341024459,2.37003381923,2.54539877265,2.89187378323,23792219.5131179,107424214.43618
Solana,SOL,18/09/2020,Sexta-feira,3.15931656498,2.7416758717,2.89187378323,3.10794006412,23510207.0958752,116227097.944417
Solana,SOL,19/09/2020,Sábado,3.2534204148,2.97170380689,3.11174686384,3.02889117957,10763972.5896187,113270346.303239
Solana,SOL,20/09/2020,Domingo,3.03287674998,2.72013813681,3.03102848284,2.8709033938,9217295.41412604,107361555.128177
Solana,SOL,21/09/2020,Segunda-feira,3.02693974774,2.50041930346,2.8709033938,2.78250941483,19492893.6246122,104757856.3029
Solana,SOL,22/09/2020,Terça-feira,2.9943702542,2.66860271189,2.77368774047,2.915519109,18556523.3857526,110493813.334531
Solana,SOL,23/09/2020,Quarta-feira,3.06533837,2.74630293,2.93035489,2.83675707,16096650.33028028,107545200.18238471
Solana,SOL,24/09/2020,Quinta-feira,3.25156306,2.79564658,2.8381205,3.13271463,18993325.64791849,118764707.79699808
Solana,SOL,25/09/2020,Sexta-feira,3.2651654,2.91177164,3.14554425,3.18861239,15935143.49283597,122206478.07352892
Solana,SOL,26/09/2020,Sábado,3.20390555,3.04126653,3.18803034,3.13470267,11018474.88090908,121440587.25937828
Solana,SOL,27/09/2020,Domingo,3.17349913,3.01055105,3.13383751,3.15294678,9734367.88069845,123455190.65342164
Solana,SOL,28/09/2020,Segunda-feira,3.20419115,2.93595445,3.15270485,2.95667817,10950200.85069037,116996606.06382903
Solana,SOL,29/09/2020,Terça-feira,3.01009535,2.9017903,2.95836068,2.94643322,8821253.14791489,117872307.03014542
Solana,SOL,30/09/2020,Quarta-feira,2.97934849,2.83566951,2.94907405,2.89787636,7767702.10929252,117178459.57132548
Solana,SOL,01/10/2020,Quinta-feira,2.98583389,2.65739801,2.89816187,2.86102773,10825966.25721191,116403066.95333204
Solana,SOL,02/10/2020,Sexta-feira,2.87663497,2.45779116,2.86419729,2.62608296,15856538.99496961,107500110.50109476
Solana,SOL,03/10/2020,Sábado,2.66949457,2.5473028,2.62733511,2.5473028,6155890.57867446,104274635.61227962
Solana,SOL,04/10/2020,Domingo,2.58803611,2.42888892,2.54301234,2.51599459,7075729.47763526,104250459.1504476
Solana,SOL,05/10/2020,Segunda-feira,2.66262353,2.46732033,2.5191348,2.65764391,8105684.0286038,110119117.58235022
Solana,SOL,06/10/2020,Terça-feira,2.65519989,2.14769193,2.65519989,2.17625031,9739070.719841,90716350.09490736
Solana,SOL,07/10/2020,Quarta-feira,2.39193728,2.09576005,2.17580888,2.29179581,11759752.04495923,96678235.2477901
Solana,SOL,08/10/2020,Quinta-feira,2.43061025,2.02852581,2.29998163,2.36522028,14931921.70481354,100368606.7828738
Solana,SOL,09/10/2020,Sexta-feira,2.62526821,2.31709043,2.36774234,2.53985887,12002959.23561284,107778851.91582131
Solana,SOL,10/10/2020,Sábado,2.59409546,2.40317166,2.53693313,2.40608988,8842883.98002147,102101819.79891624
Solana,SOL,11/10/2020,Domingo,2.45756612,2.34492143,2.40736736,2.42657824,7170646.66388414,102970675.76628862
Solana,SOL,12/10/2020,Segunda-feira,2.69863904,2.41586194,2.42611451,2.58707246,12289968.79120837,109780567.40641768
Solana,SOL,13/10/2020,Terça-feira,2.58489141,2.34817094,2.58489141,2.40491019,11415736.61057108,104488549.19119288
Solana,SOL,14/10/2020,Quarta-feira,2.4366138,2.24625651,2.40819629,2.31463525,9436238.75624435,100565804.44055878
Solana,SOL,15/10/2020,Quinta-feira,2.33579578,2.20341796,2.31480004,2.26643616,8332482.58866874,98642537.6274252
Solana,SOL,16/10/2020,Sexta-feira,2.2656708,2.12792144,2.26520031,2.1493861,13637728.05365193,93547686.544544
Solana,SOL,17/10/2020,Sábado,2.23830479,2.13240858,2.14563569,2.20184324,6612611.78386479,95830287.75166796
Solana,SOL,18/10/2020,Domingo,2.24884625,2.17832695,2.20274967,2.21426738,6294162.16574452,96370525.3833067
Solana,SOL,19/10/2020,Segunda-feira,2.21351195,2.05321062,2.21337207,2.05807954,8248860.30237032,89572373.35173108
Solana,SOL,20/10/2020,Terça-feira,2.09786117,1.85415368,2.05810177,1.88867176,13129043.07033953,82671092.68542057
Solana,SOL,21/10/2020,Quarta-feira,2.06620621,1.86123476,1.88861172,1.89037825,19275509.45257168,82745351.05974524
Solana,SOL,22/10/2020,Quinta-feira,2.08243359,1.88981692,1.89037216,1.95565252,11445662.79336236,86579897.07269996
Solana,SOL,23/10/2020,Sexta-feira,1.98477147,1.8533095,1.95706771,1.96003515,11497444.71334744,87263476.2003648
Solana,SOL,24/10/2020,Sábado,1.96165021,1.88234354,1.96003515,1.91182801,7581827.29356544,85116777.84839806
Solana,SOL,25/10/2020,Domingo,1.92294152,1.76864379,1.91182801,1.78745942,9092333.67184322,80026191.61112621
Solana,SOL,26/10/2020,Segunda-feira,1.86298989,1.62936547,1.78745942,1.68546625,13396735.95349503,76302194.43703932
Solana,SOL,27/10/2020,Terça-feira,1.74540288,1.60528662,1.68546624,1.71023239,14384427.42623876,78274491.4004513
Solana,SOL,28/10/2020,Quarta-feira,1.71902702,1.39457221,1.71023239,1.49005343,17089719.31755684,68228554.8641858
Solana,SOL,29/10/2020,Quinta-feira,1.56689179,1.41242636,1.49005346,1.42893639,8024137.80398694,65429707.3741233
Solana,SOL,30/10/2020,Sexta-feira,1.46731855,1.34221311,1.42893639,1.44133589,8528335.71424465,65997124.65947093
Solana,SOL,31/10/2020,Sábado,1.54932692,1.4298941,1.44133589,1.54069959,6449388.39066769,70546511.16326353
Solana,SOL,01/11/2020,Domingo,1.63790251,1.5135429,1.54069959,1.5998403,6877556.68110791,73254104.4517357
Solana,SOL,02/11/2020,Segunda-feira,1.63017961,1.46769542,1.5998403,1.47407225,6366346.26428922,67496510.0918503
Solana,SOL,03/11/2020,Terça-feira,1.48050074,1.41218556,1.47407225,1.41223396,6536977.27806969,64772687.2743289
Solana,SOL,04/11/2020,Quarta-feira,1.41289802,1.28186754,1.41223396,1.39225494,11406316.03373677,63882412.77078965
Solana,SOL,05/11/2020,Quinta-feira,1.48617047,1.30382463,1.39225494,1.40521805,8924131.52401733,64476759.51742544
Solana,SOL,06/11/2020,Sexta-feira,1.94070665,1.4000105,1.40521805,1.91374,22547497.1265051,87809005.86384876
Solana,SOL,07/11/2020,Sábado,2.48136883,1.8448312,1.91374,2.03196386,51426099.67867579,93232781.91859987
Solana,SOL,08/11/2020,Domingo,2.26477908,1.97440202,2.03196386,2.15659813,25931043.04138239,98950578.49222584
Solana,SOL,09/11/2020,Segunda-feira,2.18931332,1.95875292,2.15659813,2.02865216,18210625.97270338,93091959.13931832
Solana,SOL,10/11/2020,Terça-feira,2.30798752,2.01232067,2.02865214,2.247987,16170833.13282796,103163301.09022862
Solana,SOL,11/11/2020,Quarta-feira,2.28414065,1.97416514,2.24798704,2.0021245,13877948.92652378,91879509.07207444
Solana,SOL,12/11/2020,Quinta-feira,2.05029785,1.83172821,2.0021245,1.89913759,11506047.76935046,87162760.83472751
Solana,SOL,13/11/2020,Sexta-feira,2.06111583,1.89913758,1.89913758,2.02079216,11621743.54314562,92772231.89432384
